//	object	handle	skill_ID	event1	event2	event3	blank	folder	filename	volume	description1		
//	아이템, UI												
	ITEM	SND_EQUIP	-	POTION	-	-	0	ui\	itPotion.wav	80	포션 장착음		
	ITEM	SND_EQUIP	-	METAL	-	-	0	ui\	itMetal.wav	80	금속 장착음		
	ITEM	SND_EQUIP	-	QUICKSLOT	-	-	0	ui\	itQuckicon.wav	80	퀵아이콘 장착음		
//	ITEM	SND_DROPITEM	-	BOX	-	-	0	ui\	itFly_Box.wav	80	박스 드롭음		
//	ITEM	SND_DROPITEM	-	BAG	-	-	0	ui\	itFly_Bag.wav	80	주머니 드롭음		
	ITEM	SND_DROPITEM	-	GOLD	-	-	0	ui\	itGold.wav	80	골드 드롭음		
	ITEM	SND_PICKUP	-	-	-	-	0	ui\	itPickup.wav	80	아이템 줍기		
	UI	SND_BUTTON_CLICK	-	-	-	-	0	ui\	uibutton_a.wav	80	버튼 클릭#1		
	UI	SND_BUTTON_CLICK	-	-	-	-	0	ui\	uibutton_b.wav	80	버튼 클릭#2		
	UI	SND_WINDOW_OPEN	-	-	-	-	0	ui\	uiwinopen.wav	80	윈도우 오픈					
	UI	SND_WINDOW_CLOSE	-	-	-	-	0	ui\	uiwinclose.wav	80	윈도우 클로즈					
	UI	SND_ERROR	-	-	-	-	0	ui\	Error.wav	80	알림 메시지					
	UI	SND_REPAIR	-	-	-	-	0	ui\	itRepair_a.wav	80	수리#1					
	UI	SND_REPAIR	-	-	-	-	0	ui\	itRepair_b.wav	80	수리#2					
	UI	SND_REPAIR	-	-	-	-	0	ui\	itRepair_c.wav	80	수리#3					
	UI	SND_REVIVE	-	-	-	-	0	ui\	itRevive.wav	80	재생소리					
	UI	SND_HYAN	-	-	-	-	0	ui\	HyanGet.wav	80	환습득소리					
//	UI	SND_WARP	-	-	-	-	0	ui\	Gatein.wav	80	포탈 나올 때 소리					
	UI	SND_POTION	-	-	-	-	0	ui\	itpotiondrink.wav	80	포션먹기					
	UI	SND_LEVUP	-	CHINESS	-	-	0	ui\	itlevelup.wav	80	레벨업(중국)					
//	UI	SND_LEVUP	-	UROPIAN	-	-	0	ui\	itlevelup.wav	80	레벨업(유럽)	외주추가				
//	UI	SND_LEVUP	-	ARABIAN	-	-	0	ui\	itlevelup.wav	80	레벨업(이슬람)	외주추가				
	UI	SND_QUEST	-	-	-	-	0	ui\	QuestOpen.wav	80	퀘스트 창 열리기					
	UI	SND_QUEST_END	-	-	-	-	0	ui\	ItQuest.wav	80	퀘스트					
	UI	SND_WARNING	-	-	-	-	0	ui\	Biff.wav	80	경고 비프음					
	UI	SND_EQDANGER	-	-	-	-	0	ui\	itembreak.wav	80	아이템 부서지기 경고음		
//	UI	SND_EQBREAK	-	-	-	-	0	ui\	Itemdanger.wav	80	아이템 부서지는 소리		
	UI	SND_ELIXIR_USE	-	-	-	-	0	ui\	Elixir_Use.wav	80	인첸트 시도		
	UI	SND_ELIXIR_SUCCESS	-	-	-	-	0	ui\	Elixir_Suc.wav	80	인첸트 성공		
	UI	SND_ELIXIR_FAILURE	-	-	-	-	0	ui\	Elixir_Fail.wav	80	인첸트 실패#1 (엘릭서 소멸)		
	UI	SND_ELIXIR_DESTROY	-	-	-	-	0	ui\	Elixir_Des.wav	80	인첸트 실패#2 (아이템 파괴)		
	UI	SND_COS_SUMMON	-	-	-	-	0	skill\	csk_heal_ready_a.wav	80	COS(펫) 소환 시 효과음		
//	UI	SND_COS_UNSUMMON	-	-	-	-	0	ui\		80	COS(펫) 소환해제 시 효과음		
//	ITEM	SND_USE_ITEM	ITEM_COS_P_EXTENSION	-	-	-	0	ui\		80	실크펫 기간연장아이템 사용		
//	ITEM	SND_USE_ITEM	ITEM_COS_P_REVIVAL	-	-	-	0	ui\		80	골드펫 부활아이템 사용		
	UI	SND_GACHA_MOVE	-	-	-	-	0	ui\	gacha_move.wav	80	가차 공 돌아가는 소리		
	UI	SND_GACHA_TURN	-	-	-	-	0	ui\	gacha_turn.wav	80	가차 슬롯 회전하는 소리		
	UI	SND_GACHA_END	-	-	-	-	0	ui\	gacha_end.wav	80	가차 슬롯 회전 종료 소리		
	UI	SND_GACHA_WIN	-	-	-	-	0	ui\	gacha_win.wav	80	가차 아이템 당첨 소리		
	UI	SND_GACHA_CHANGE	-	-	-	-	0	ui\	gacha_change.wav	80	가차 아이템 교환 소리		
//	이동 운송 펫												
	COS_T_DONKEY	SND_STAND	-	-	-	-	3	COS\	COS_Donkey_Stand.wav	80	당나귀 대기
	COS_T_DONKEY	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Donkey_Moan1.wav	80	당나귀 신음 (약)
	COS_T_DONKEY	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Donkey_Moan2.wav	80	당나귀 신음 (강)
	COS_T_DONKEY	VOC_DEATH	-	-	-	-	0	COS\	COS_Donkey_Die.wav	80	당나귀 죽음
	COS_T_DONKEY	SND_DEATH	-	-	-	-	0	COS\	COS_Donkey_Thud.wav	80	당나귀 죽을 때 쓰러지기
	COS_T_DONKEY	SND_WALK1	-	-	-	-	0	player\	mvWalkHground.wav	80	당나귀 걷기
	COS_T_DONKEY	SND_RUN1	-	-	-	-	0	player\	mvWalkHground.wav	80	당나귀 뛰기
	COS_T_CAMEL1	SND_STAND	-	-	-	-	3	COS\	COS_Camel_Stand.wav	80	서역 단봉 낙타 대기
	COS_T_CAMEL1	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Camel_Moan1.wav	80	서역 단봉 낙타 신음 (약)
	COS_T_CAMEL1	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Camel_Moan2.wav	80	서역 단봉 낙타 신음 (강)
	COS_T_CAMEL1	VOC_DEATH	-	-	-	-	0	COS\	COS_Camel_Die.wav	80	서역 단봉 낙타 죽음
	COS_T_CAMEL1	SND_DEATH	-	-	-	-	0	COS\	COS_Horse_Thud.wav	80	서역 단봉 낙타 죽을 때 쓰러지기
	COS_T_CAMEL1	SND_WALK1	-	-	-	-	0	COS\	COS_Camel_Walk.wav	80	서역 단봉 낙타 걷기
	COS_T_CAMEL1	SND_RUN1	-	-	-	-	0	COS\	COS_Camel_Walk.wav	80	서역 단봉 낙타 뛰기
	COS_T_CAMEL2	SND_STAND	-	-	-	-	3	COS\	COS_Camel_Stand.wav	80	천지 쌍봉 낙타 대기
	COS_T_CAMEL2	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Camel_Moan1.wav	80	천지 쌍봉 낙타 신음 (약)
	COS_T_CAMEL2	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Camel_Moan2.wav	80	천지 쌍봉 낙타 신음 (강)
	COS_T_CAMEL2	VOC_DEATH	-	-	-	-	0	COS\	COS_Camel_Die.wav	80	천지 쌍봉 낙타 죽음
	COS_T_CAMEL2	SND_DEATH	-	-	-	-	0	COS\	COS_Horse_Thud.wav	80	천지 쌍봉 낙타 죽을 때 쓰러지기
	COS_T_CAMEL2	SND_WALK1	-	-	-	-	0	COS\	COS_Camel_Walk.wav	80	천지 쌍봉 낙타 걷기
	COS_T_CAMEL2	SND_RUN1	-	-	-	-	0	COS\	COS_Camel_Walk.wav	80	천지 쌍봉 낙타 뛰기
	COS_T_CAMEL3	SND_STAND	-	-	-	-	3	COS\	COS_Camel_Stand.wav	80	천축 강건 낙타 대기
	COS_T_CAMEL3	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Camel_Moan1.wav	80	천축 강건 낙타 신음 (약)
	COS_T_CAMEL3	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Camel_Moan2.wav	80	천축 강건 낙타 신음 (강)
	COS_T_CAMEL3	VOC_DEATH	-	-	-	-	0	COS\	COS_Camel_Die.wav	80	천축 강건 낙타 죽음
	COS_T_CAMEL3	SND_DEATH	-	-	-	-	0	COS\	COS_Horse_Thud.wav	80	천축 강건 낙타 죽을 때 쓰러지기
	COS_T_CAMEL3	SND_WALK1	-	-	-	-	0	COS\	COS_Camel_Walk.wav	80	천축 강건 낙타 걷기
	COS_T_CAMEL3	SND_RUN1	-	-	-	-	0	COS\	COS_Camel_Walk.wav	80	천축 강건 낙타 뛰기
	COS_T_HORSE1	SND_STAND	-	-	-	-	3	COS\	COS_Horse_Stand.wav	80	중원황마 대기
	COS_T_HORSE1	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Horse_Moan1.wav	80	중원황마 신음 (약)
	COS_T_HORSE1	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Horse_Moan2.wav	80	중원황마 신음 (강)
	COS_T_HORSE1	VOC_DEATH	-	-	-	-	0	COS\	COS_Horse_Die.wav	80	중원황마 죽음
	COS_T_HORSE1	SND_DEATH	-	-	-	-	0	COS\	COS_Horse_Thud.wav	80	중원황마 죽을 때 쓰러지기
	COS_T_HORSE1	SND_WALK1	-	-	-	-	0	player\	mvWalkHground.wav	80	중원황마 일반 걷기
	COS_T_HORSE1	SND_RUN1	-	-	-	-	0	player\	mvWalkHground.wav	80	중원황마 일반 뛰기
	COS_T_HORSE2	SND_STAND	-	-	-	-	3	COS\	COS_Horse_Stand.wav	80	천산천마 대기
	COS_T_HORSE2	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Horse_Moan1.wav	80	천산천마 신음 (약)
	COS_T_HORSE2	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Horse_Moan2.wav	80	천산천마 신음 (강)
	COS_T_HORSE2	VOC_DEATH	-	-	-	-	0	COS\	COS_Horse_Die.wav	80	천산천마 죽음
	COS_T_HORSE2	SND_DEATH	-	-	-	-	0	COS\	COS_Horse_Thud.wav	80	천산천마 죽을 때 쓰러지기
	COS_T_HORSE2	SND_WALK1	-	-	-	-	0	player\	mvWalkHground.wav	80	천산천마 일반 걷기
	COS_T_HORSE2	SND_RUN1	-	-	-	-	0	player\	mvWalkHground.wav	80	천산천마 일반 뛰기
	COS_T_HORSE3	SND_STAND	-	-	-	-	3	COS\	COS_Horse_Stand.wav	80	서역백마 대기
	COS_T_HORSE3	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Horse_Moan1.wav	80	서역백마 신음 (약)
	COS_T_HORSE3	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Horse_Moan2.wav	80	서역백마 신음 (강)
	COS_T_HORSE3	VOC_DEATH	-	-	-	-	0	COS\	COS_Horse_Die.wav	80	서역백마 죽음
	COS_T_HORSE3	SND_DEATH	-	-	-	-	0	COS\	COS_Horse_Thud.wav	80	서역백마 죽을 때 쓰러지기
	COS_T_HORSE3	SND_WALK1	-	-	-	-	0	player\	mvWalkHground.wav	80	서역백마 일반 걷기
	COS_T_HORSE3	SND_RUN1	-	-	-	-	0	player\	mvWalkHground.wav	80	서역백마 일반 뛰기
	COS_T_DHORSE1	SND_STAND	-	-	-	-	3	COS\	COS_Horse_Stand.wav	80	철갑교룡운마 대기
	COS_T_DHORSE1	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Horse_Moan1.wav	80	철갑교룡운마 신음 (약)
	COS_T_DHORSE1	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Horse_Moan2.wav	80	철갑교룡운마 신음 (강)
	COS_T_DHORSE1	VOC_DEATH	-	-	-	-	0	COS\	COS_Horse_Die.wav	80	철갑교룡운마 죽음
	COS_T_DHORSE1	SND_DEATH	-	-	-	-	0	COS\	COS_DHorse_Thud.wav	80	철갑교룡운마 죽을 때 쓰러지기
	COS_T_DHORSE1	SND_WALK1	-	-	-	-	0	player\	mvWalkHground.wav	80	철갑교룡운마 걷기
	COS_T_DHORSE1	SND_RUN1	-	-	-	-	0	player\	mvWalkHground.wav	80	철갑교룡마 뛰기
	COS_C_HORSE1	SND_STAND	-	-	-	-	3	COS\	COS_Horse_Stand.wav	80	건한마 대기
	COS_C_HORSE1	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Horse_Moan1.wav	80	건한마 신음 (약)
	COS_C_HORSE1	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Horse_Moan2.wav	80	건한마 신음 (강)
	COS_C_HORSE1	VOC_DEATH	-	-	-	-	0	COS\	COS_Horse_Die.wav	80	건한마 죽음
	COS_C_HORSE1	SND_DEATH	-	-	-	-	0	COS\	COS_Horse_Thud.wav	80	건한마 죽을 때 쓰러지기
	COS_C_HORSE1	SND_WALK1	-	-	-	-	0	player\	mvWalkHground.wav	80	건한마 걷기
	COS_C_HORSE1	SND_RUN1	-	-	-	-	0	COS\	COS_Horse_Run.wav	80	건한마 뛰기
	COS_C_HORSE2	SND_STAND	-	-	-	-	3	COS\	COS_Horse_Stand.wav	80	신영마 대기
	COS_C_HORSE2	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Horse_Moan1.wav	80	신영마 신음 (약)
	COS_C_HORSE2	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Horse_Moan2.wav	80	신영마 신음 (강)
	COS_C_HORSE2	VOC_DEATH	-	-	-	-	0	COS\	COS_Horse_Die.wav	80	신영마 죽음
	COS_C_HORSE2	SND_DEATH	-	-	-	-	0	COS\	COS_Horse_Thud.wav	80	신영마 죽을 때 쓰러지기
	COS_C_HORSE2	SND_WALK1	-	-	-	-	0	player\	mvWalkHground.wav	80	신영마 걷기
	COS_C_HORSE2	SND_RUN1	-	-	-	-	0	COS\	COS_Horse_Run.wav	80	신영마 뛰기
	COS_C_HORSE3	SND_STAND	-	-	-	-	3	COS\	COS_Horse_Stand.wav	80	오추마 대기
	COS_C_HORSE3	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Horse_Moan1.wav	80	오추마 신음 (약)
	COS_C_HORSE3	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Horse_Moan2.wav	80	오추마 신음 (강)
	COS_C_HORSE3	VOC_DEATH	-	-	-	-	0	COS\	COS_Horse_Die.wav	80	오추마 죽음
	COS_C_HORSE3	SND_DEATH	-	-	-	-	0	COS\	COS_Horse_Thud.wav	80	오추마 죽을 때 쓰러지기
	COS_C_HORSE3	SND_WALK1	-	-	-	-	0	player\	mvWalkHground.wav	80	오추마 걷기
	COS_C_HORSE3	SND_RUN1	-	-	-	-	0	COS\	COS_Horse_Run.wav	80	오추마 뛰기
	COS_C_DHORSE1	SND_STAND	-	-	-	-	3	COS\	COS_Horse_Stand.wav	80	철갑교룡마 대기
	COS_C_DHORSE1	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Horse_Moan1.wav	80	철갑교룡마 신음 (약)
	COS_C_DHORSE1	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Horse_Moan2.wav	80	철갑교룡마 신음 (강)
	COS_C_DHORSE1	VOC_DEATH	-	-	-	-	0	COS\	COS_Horse_Die.wav	80	철갑교룡마 죽음
	COS_C_DHORSE1	SND_DEATH	-	-	-	-	0	COS\	COS_DHorse_Thud.wav	80	철갑교룡마 죽을 때 쓰러지기
	COS_C_DHORSE1	SND_WALK1	-	-	-	-	0	player\	mvWalkHground.wav	80	철갑교룡마 걷기
	COS_C_DHORSE1	SND_RUN1	-	-	-	-	0	COS\	COS_Horse_Run.wav	80	철갑교룡마 뛰기
	COS_C_DHORSE2	SND_STAND	-	-	-	-	3	COS\	COS_Horse_Stand.wav	80	은갑청룡마 대기
	COS_C_DHORSE2	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Horse_Moan1.wav	80	은갑청룡마 신음 (약)
	COS_C_DHORSE2	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Horse_Moan2.wav	80	은갑청룡마 신음 (강)
	COS_C_DHORSE2	VOC_DEATH	-	-	-	-	0	COS\	COS_Horse_Die.wav	80	은갑청룡마 죽음
	COS_C_DHORSE2	SND_DEATH	-	-	-	-	0	COS\	COS_DHorse_Thud.wav	80	은갑청룡마 죽을 때 쓰러지기
	COS_C_DHORSE2	SND_WALK1	-	-	-	-	0	player\	mvWalkHground.wav	80	은갑청룡마 걷기
	COS_C_DHORSE2	SND_RUN1	-	-	-	-	0	COS\	COS_Horse_Run.wav	80	은갑청룡마 뛰기
	COS_C_DHORSE3	SND_STAND	-	-	-	-	3	COS\	COS_Horse_Stand.wav	80	금갑황룡마 대기
	COS_C_DHORSE3	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Horse_Moan1.wav	80	금갑황룡마 신음 (약)
	COS_C_DHORSE3	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Horse_Moan2.wav	80	금갑황룡마 신음 (강)
	COS_C_DHORSE3	VOC_DEATH	-	-	-	-	0	COS\	COS_Horse_Die.wav	80	금갑황룡마 죽음
	COS_C_DHORSE3	SND_DEATH	-	-	-	-	0	COS\	COS_DHorse_Thud.wav	80	금갑황룡마 죽을 때 쓰러지기
	COS_C_DHORSE3	SND_WALK1	-	-	-	-	0	player\	mvWalkHground.wav	80	금갑황룡마 걷기
	COS_C_DHORSE3	SND_RUN1	-	-	-	-	0	COS\	COS_Horse_Run.wav	80	금갑황룡마 뛰기
	COS_T_COW1	SND_STAND	-	-	-	-	4	COS\	COS_Cow_Stand.wav	80	화염건각황소 대기
	COS_T_COW1	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Cow_Moan1.wav	80	화염건각황소 신음 (약)
	COS_T_COW1	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Cow_Moan2.wav	80	화염건각황소 신음 (강)
	COS_T_COW1	VOC_DEATH	-	-	-	-	0	COS\	COS_Cow_Die.wav	80	화염건각황소 죽음
	COS_T_COW1	SND_DEATH	-	-	-	-	0	COS\	COS_Cow_Thud.wav	80	화염건각황소 죽을 때 쓰러지기
	COS_T_COW1	SND_WALK1	-	-	-	-	0	COS\	COS_Cow_Walk.wav	80	화염건각황소 걷기
	COS_T_COW1	SND_RUN1	-	-	-	-	0	COS\	COS_Cow_Walk.wav	80	화염건각황소 뛰기
	COS_T_COW2	SND_STAND	-	-	-	-	4	COS\	COS_Cow_Stand.wav	80	곤륜암각황소 대기
	COS_T_COW2	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Cow_Moan1.wav	80	곤륜암각황소 신음 (약)
	COS_T_COW2	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Cow_Moan2.wav	80	곤륜암각황소 신음 (강)
	COS_T_COW2	VOC_DEATH	-	-	-	-	0	COS\	COS_Cow_Die.wav	80	곤륜암각황소 죽음
	COS_T_COW2	SND_DEATH	-	-	-	-	0	COS\	COS_Cow_Thud.wav	80	곤륜암각황소 죽을 때 쓰러지기
	COS_T_COW2	SND_WALK1	-	-	-	-	0	COS\	COS_Cow_Walk.wav	80	곤륜암각황소 걷기
	COS_T_COW2	SND_RUN1	-	-	-	-	0	COS\	COS_Cow_Walk.wav	80	곤륜암각황소 뛰기
	COS_T_COW3	SND_STAND	-	-	-	-	4	COS\	COS_Cow_Stand.wav	80	천축쇠각 소 대기		
	COS_T_COW3	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Cow_Moan1.wav	80	천축쇠각 소 신음 (약)		
	COS_T_COW3	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Cow_Moan2.wav	80	천축쇠각 소 신음 (강)		
	COS_T_COW3	VOC_DEATH	-	-	-	-	0	COS\	COS_Cow_Die.wav	80	천축쇠각 소 죽음		
	COS_T_COW3	SND_DEATH	-	-	-	-	0	COS\	COS_Cow_Thud.wav	80	천축쇠각 소 죽을 때 쓰러지기		
	COS_T_COW3	SND_WALK1	-	-	-	-	0	COS\	COS_Cow_Walk.wav	80	천축쇠각 걷기		
	COS_T_COW3	SND_RUN1	-	-	-	-	0	COS\	COS_Cow_Walk.wav	80	천축쇠각 뛰기		
//	공격 펫												
//	소환 늑대 1단계												
	COS_P_WOLF1	SND_STAND	-	-	-	-	0	COS\	COS_Wolf_01_Stand1.wav	100	대기상태 효과음		
	COS_P_WOLF1	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Wolf_01_Moan2.wav	100	신음 약		
	COS_P_WOLF1	VOC_DEATH	-	-	-	-	0	COS\	COS_Wolf_01_Die.wav	100	죽을 때 비명음		
	COS_P_WOLF1	SND_DEATH	-	-	-	-	0	-	-	100	죽을 때 땅에 넘어지는 효과음		
	COS_P_WOLF1	SND_WALK1	-	-	-	-	0	-	-	100	걸음소리		
	COS_P_WOLF1	SND_RUN1	-	-	-	-	0	-	-	100	뛰는소리		
	COS_P_WOLF1	VOC_SHOUT1	PSKILL_P_WOLF_01_ATTACK01	-	-	-	0	COS\	COS_Wolf_01_Shout.wav	100	회색늑대 1단계 공격 효과음		
	COS_P_WOLF1	SND_DMG	PSKILL_P_WOLF_01_ATTACK01	-	-	-	0	player\	batPunchHit1N.wav	100	회색늑대 1단계 공격 효과음		
	COS_P_WOLF1	VOC_SHOUT1	PSKILL_P_WOLF_WHITE_01_ATTACK01	-	-	-	0	COS\	COS_Wolf_01_Shout.wav	100	흰색늑대 1단계 공격 효과음		
	COS_P_WOLF1	SND_DMG	PSKILL_P_WOLF_WHITE_01_ATTACK01	-	-	-	0	player\	batPunchHit1N.wav	100	흰색늑대 1단계 공격 효과음		
	COS_P_WOLF1	VOC_SHOUT1	PSKILL_P_WOLF_01_ATTACK01_SMALL	-	-	-	0	COS\	COS_Wolf_01_Shout.wav	100	안크는 흰색늑대 1단계 공격 효과음		
	COS_P_WOLF1	SND_DMG	PSKILL_P_WOLF_01_ATTACK01_SMALL	-	-	-	0	player\	batPunchHit1N.wav	100	안크는 흰색늑대 1단계 공격 효과음		
//	소환 늑대 2단계												
//	COS_P_WOLF2	SND_STAND	-	-	-	-	2	COS\	COS_Wolf_02_Stand1.wav	100	대기상태 효과음		
	COS_P_WOLF2	VOC_MOAN	-	NORMAL	-	-	0	COS\	COS_Wolf_Moan1.wav	100	신음 약		
	COS_P_WOLF2	VOC_DEATH	-	-	-	-	0	COS\	COS_Wolf_Shout2.wav	100	죽을 때 비명음		
	COS_P_WOLF2	SND_DEATH	-	-	-	-	0	monster\	cm_Beye_thud.wav	100	죽을 때 땅에 넘어지는 효과음		
	COS_P_WOLF2	VOC_SHOUT1	PSKILL_P_WOLF_02_ATTACK01	-	-	-	0	COS\	COS_Wolf_02_Shout.wav	100	회색늑대 2단계 공격 효과음		
	COS_P_WOLF2	SND_DMG	PSKILL_P_WOLF_02_ATTACK01	-	-	-	0	player\	batClawHit1A.wav	100	회색늑대 2단계 공격 효과음		
	COS_P_WOLF2	VOC_SHOUT1	PSKILL_P_WOLF_WHITE_02_ATTACK01	-	-	-	0	COS\	COS_Wolf_02_Shout.wav	100	흰색늑대 2단계 공격 효과음		
	COS_P_WOLF2	SND_DMG	PSKILL_P_WOLF_WHITE_02_ATTACK01	-	-	-	0	player\	batClawHit1A.wav	100	흰색늑대 2단계 공격 효과음		
//	보조 펫												
//	아이템 집는 묘원												
	COS_P_MYOWON	SND_STAND	-	-	-	-	-	-	-	-	묘원 대기상태 효과음		
	COS_P_MYOWON	SND_HELP	-	-	-	-	-	-	-	-	묘원 도움요청 효과음		
	COS_P_MYOWON	SND_WALK1	-	-	-	-	0	monster\	cm_WG_walk.wav	100	묘원 걸음소리		
	COS_P_MYOWON	SND_RUN1	-	-	-	-	0	monster\	cm_WG_walk.wav	100	묘원 뛰는소리		
	COS_P_MYOWON	SND_SWING1	-	-	-	-	0	COS\	pet_pickup.wav	100	아이템 줍기		
	COS_P_MYOWON	SND_EMOTICON	-	-	-	-	-	-	-	-	묘원 애교부리기		
//	아이템 집는 서원												
	COS_P_SEOWON	SND_STAND	-	-	-	-	-	-	-	-	서원 대기상태 효과음		
	COS_P_SEOWON	SND_HELP	-	-	-	-	-	-	-	-	서원 도움요청 효과음		
	COS_P_SEOWON	SND_WALK1	-	-	-	-	0	monster\	cm_WG_walk.wav	100	서원 걸음소리		
	COS_P_SEOWON	SND_RUN1	-	-	-	-	0	monster\	cm_WG_walk.wav	100	서원 뛰는소리		
	COS_P_MYOWON	SND_SWING1	-	-	-	-	0	COS\	pet_pickup.wav	100	아이템 줍기		
